60 5 50 1500 6.163422836393672 27
20 5 50 1500 18.670653629010246 11
20 5 50 1000 15.771946239634644 10
80 5 50 500 4.825676003456078 13
10 5 50 500 80.23076148678756 1
50 5 50 1500 6.596239064311161 38
80 5 50 1000 2.827851784043599 49
30 5 50 1500 10.571926759850673 23
60 5 50 500 4.772451469119942 6
40 5 50 500 15.318738930180794 5
90 5 50 1000 4.029380510005125 35
20 5 50 500 12.485511505034694 6
100 5 50 500 2.9464226714388446 16
100 5 50 1000 2.553685466934575 49
70 5 50 1000 7.466063458509427 25
60 5 50 1000 5.873564875034615 27
40 5 50 1500 11.052773079700206 15
90 5 50 500 2.622685389530378 24
70 5 50 500 8.464228296467546 10
90 5 50 1500 3.527482647559462 53
50 5 50 500 5.179396069616933 11
10 5 50 1500 24.47240313171123 6
50 5 50 1000 6.757771362772761 18
10 5 50 1000 20.793967774237945 6
30 5 50 500 13.327168433550678 5
40 5 50 1000 10.459172180169023 14
70 5 50 1500 4.812624603089593 47
30 5 50 1000 12.10907457621753 11
100 5 50 1500 3.3524242612851527 57
80 5 50 1500 3.714298838739124 58
